0.140093,40
0.181595,40
0.182539,40
0.183483,40
0.184427,41
0.221166,46
0.22211,45
0.223054,45
0.223998,44
0.224942,44
0.225886,44
0.22683,44
0.227774,44
0.228718,44
0.261682,48
0.262626,47
0.26357,46
0.264514,46
0.265458,45
0.266402,45
0.267346,45
0.26829,45
0.269234,45
0.270178,45
0.271122,45
0.272066,45
0.27301,46
0.273954,46
0.274898,46
0.275842,46
0.276786,46
0.27773,47
0.302197,50
0.303141,49
0.304085,48
0.305029,47
0.305973,47
0.306917,46
0.307861,46
0.308805,46
0.309749,45
0.310693,45
0.311637,45
0.312581,45
0.313525,46
0.314469,46
0.315413,46
0.316357,46
0.317301,46
0.318245,47
0.319189,47
0.320133,47
0.321077,48
0.322021,48
0.322965,48
0.323909,49
0.324853,49
0.325797,49
0.326741,50
0.327685,50
0.328629,51
0.329573,51
0.330517,52
0.331461,52
0.332405,53
0.333349,53
0.334293,54
0.335237,54
0.342712,56
0.343656,54
0.3446,52
0.345544,51
0.346488,50
0.347432,49
0.348376,48
0.34932,48
0.350264,47
0.351208,47
0.352152,47
0.353096,47
0.35404,47
0.354984,47
0.355928,47
0.356872,47
0.357816,47
0.35876,47
0.359704,48
0.360648,48
0.361592,48
0.362536,48
0.36348,49
0.364424,49
0.365368,50
0.366312,50
0.367256,50
0.3682,51
0.369144,51
0.370088,52
0.371032,52
0.371976,52
0.37292,53
0.373864,53
0.374808,54
0.375752,54
0.376696,54
0.37764,55
0.378584,55
0.379528,56
0.380472,56
0.381416,57
0.38236,57
0.383304,57
0.384248,58
0.385192,59
0.386136,59
0.38708,60
0.388024,60
0.388968,61
0.389912,61
0.390856,62
0.3918,62
0.392744,63
0.393688,63
0.394632,63
0.395576,64
0.39652,64
0.397464,65
0.398408,65
0.399352,66
0.400296,66
0.40124,67
0.402184,67
0.403128,68
0.404072,68
0.405016,69
0.40596,69
0.406904,70
0.407848,70
0.408792,70
0.409736,71
0.41068,71
0.411624,71
0.412568,71
0.413512,71
0.414456,71
0.4154,71
0.416344,71
0.417288,71
0.418232,71
0.419176,71
0.42012,71
0.421064,72
0.422008,72
0.422952,72
0.423896,73
0.42484,73
0.425784,73
0.426728,73
0.427672,74
0.428616,74
0.42956,75
0.430504,75
0.431448,75
0.432392,76
0.433336,76
0.43428,77
0.435224,77
0.436168,78
0.437112,78
0.438056,79
0.439,79
0.439944,80
0.440888,80
0.441832,81
0.442776,81
0.44372,82
0.444664,82
0.445608,82
0.446552,83
0.447496,83
0.44844,84
0.449384,84
0.450328,85
0.451272,85
0.452216,86
0.45316,86
0.454104,87
0.455048,87
0.455992,88
0.456936,88
0.45788,88
0.458824,89
0.459768,89
0.460712,90
0.461656,90
0.4626,91
0.463544,91
0.464488,92
0.465432,92
0.466376,92
0.46732,93
0.468264,93
0.469208,94
0.470152,94
0.471096,95
0.47204,96
0.472984,96
0.473928,97
0.474872,97
0.475816,97
0.47676,98
0.477704,98
0.478648,99
0.479592,99
0.480536,100
0.48148,100
0.482424,101
0.483368,101
0.484312,102
0.485256,102
0.4862,103
0.487144,103
0.488088,104
0.489032,104
0.489976,105
0.49092,105
0.491864,105
0.492808,106
0.493752,106
0.494696,106
0.49564,107
0.496584,107
0.497528,107
0.498472,107
0.499416,108
0.50036,108
0.501304,108
0.502248,108
0.503192,108
0.504136,109
0.50508,109
0.506024,109
0.506968,109
0.507912,109
0.508856,109
0.5098,109
0.510744,109
0.511688,109
0.512632,109
0.513576,109
0.51452,109
0.515464,109
0.516408,109
0.517352,109
0.518296,110
0.51924,110
0.520184,110
0.521128,110
0.522072,110
0.523016,110
0.52396,110
0.524904,110
0.525848,110
0.526792,110
0.527736,110
0.52868,110
0.529624,110
0.530568,110
0.531512,110
0.532456,110
0.5334,110
0.534344,110
0.535288,110
0.536232,110
0.537176,111
0.53812,111
0.539064,111
0.540008,111
0.540952,111
0.541896,111
0.54284,111
0.543784,111
0.544728,111
0.545672,111
0.546616,111
0.54756,111
0.548504,111
0.549448,111
0.550392,111
0.551336,111
0.55228,111
0.553224,111
0.554168,111
0.555112,111
0.556056,112
0.557,112
0.557944,112
0.558888,112
0.559832,112
0.773142,110
0.774086,101
0.77503,94
0.775974,88
0.776918,82
0.777862,77
0.778806,73
0.77975,70
0.780694,67
0.781638,65
0.782582,63
0.783526,61
0.78447,60
0.785414,59
0.786358,58
0.787302,58
0.788246,58
0.78919,58
0.790134,58
0.791078,58
0.792022,58
0.792966,58
0.79391,58
0.794854,59
0.795798,59
0.796742,60
0.797686,60
0.79863,61
0.799574,62
0.800518,62
0.801462,63
0.802406,64
0.80335,65
0.804294,66
0.805238,66
0.806182,67
0.807126,68
0.80807,69
0.809014,70
0.809958,71
0.810902,72
0.811846,73
0.81279,73
0.813734,74
0.814678,75
0.815622,76
0.816566,77
0.81751,78
0.818454,79
0.819398,80
0.820342,81
0.821286,82
0.82223,83
0.823174,84
0.824118,85
0.825062,86
0.826006,87
0.82695,87
0.827894,88
0.828838,89
0.829782,90
0.830726,91
0.83167,92
0.832614,93
0.833558,94
0.834502,95
0.835446,96
0.83639,97
0.837334,98
0.838278,99
0.839222,100
0.840166,101
0.84111,102
0.842054,103
0.842998,103
0.843942,104
0.844886,105
0.84583,106
0.846774,107
0.847718,108
0.848662,109
0.849606,110
0.85055,111
0.851494,112
0.852438,113
0.853382,109
0.854326,105
0.85527,102
0.856214,99
0.857158,97
0.858102,95
0.859046,93
0.85999,92
0.860934,90
0.861878,89
0.862822,88
0.863766,87
0.86471,86
0.865654,86
0.866598,85
0.867542,84
0.868486,84
0.86943,83
0.870374,83
0.871318,83
0.872262,82
0.873206,82
0.87415,82
0.875094,82
0.876038,82
0.876982,82
0.877926,82
0.87887,81
0.879814,81
0.880758,81
0.881702,81
0.882646,81
0.88359,81
0.884534,81
0.885478,81
0.886422,81
0.887366,81
0.88831,81
0.889254,81
0.890198,81
0.891142,81
0.892086,81
0.89303,81
0.893974,81
0.894918,81
0.895862,81
0.896806,81
0.89775,81
0.898694,81
0.899638,81
0.900582,81
0.901526,81
0.90247,81
0.903414,81
0.904358,81
0.905302,81
0.906246,81
0.90719,81
0.908134,81
0.909078,81
0.910022,81
0.910966,81
0.91191,81
0.912854,81
0.913798,81
0.914742,81
0.915686,81
0.91663,81
